datetime,dilation_list,epochs,model_name,ds_name,num_params,nd_valid,nrmse_valid,smape_valid,mae_test,nd_test,nrmse_test,smape_test,mse_test,note,ms_dtw_test,mae_test_bm,nd_test_bm,nrmse_test_bm,smape_test_bm,mse_test_bm,n_back,time,norm,dilation_depth,sliding_window_dis,lag,n_fore,n_repeat,batch_size,callbacks,conv_filter,conv_ksize,hid_dim_fore,nheads,out_features,csv_kwargs,dynamic_feat_cat,dynamic_feat_real,file_path,pkl_path,static_feat,static_feat_dim,target
2021_03_21_10_23_30,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.13105999999999998,0.17043,0.175448,0.047073,0.113783,0.148455,0.1545,0.003772,"TCAN, traffic mseloss 2 0",,0.048751,0.11784,0.154692,0.16076,0.004096,24.0,0.031182396,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_24_29,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.125808,0.172793,0.176485,0.052127,0.126001,0.168229,0.167337,0.004843999999999999,"TCAN, traffic mseloss 4 0",,0.055963,0.135273,0.182888,0.174559,0.005725,24.0,0.031812688,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_25_29,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.162191,0.212769,0.198002,0.054055999999999986,0.130663,0.168007,0.179069,0.004831,"TCAN, traffic mseloss 6 0",,0.058858000000000014,0.142271,0.184528,0.199462,0.005828,24.0,0.031902883,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_26_29,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.118081,0.162602,0.149125,0.047466,0.114734,0.15645,0.145771,0.004189,"TCAN, traffic mseloss 8 0",,0.048689,0.11769,0.156601,0.165706,0.004197,24.0,0.031525645,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_27_28,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.14081,0.188053,0.180877,0.05106,0.123423,0.168147,0.16281800000000002,0.004839,"TCAN, traffic mseloss 10 0",,0.056270000000000014,0.136016,0.18245,0.177118,0.005697,24.0,0.031315816,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_28_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.132251,0.180713,0.163548,0.050358,0.121724,0.16235,0.155941,0.004511,"TCAN, traffic mseloss 2 0.2",,0.049684,0.120094,0.164899,0.15442899999999998,0.004654,24.0,0.03121203,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_29_26,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.1441,0.187844,0.194833,0.06095,0.147327,0.186705,0.17246,0.005966,"TCAN, traffic mseloss 4 0.2",,0.065713,0.158841,0.195405,0.232065,0.006534999999999999,24.0,0.031165382,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_30_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.149081,0.221554,0.160802,0.053123,0.128407,0.175292,0.15998099999999998,0.005259000000000001,"TCAN, traffic mseloss 6 0.2",,0.054653,0.132105,0.177733,0.162544,0.005406,24.0,0.03208958,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_31_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.15401800000000002,0.205175,0.191831,0.049126,0.118747,0.160408,0.153827,0.004404,"TCAN, traffic mseloss 8 0.2",,0.054688,0.13219,0.183653,0.172796,0.005773,24.0,0.031838535,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_32_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.13134300000000002,0.182063,0.163296,0.051514,0.124518,0.165974,0.158609,0.004715,"TCAN, traffic mseloss 10 0.2",,0.05318,0.128545,0.17031,0.172996,0.004964,24.0,0.031975104,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_33_26,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.22263,0.288221,0.249011,0.049687,0.120102,0.16613499999999998,0.14564100000000002,0.004724,"TCAN, traffic mseloss 2 0.4",,0.052976,0.128054,0.17995999999999998,0.170544,0.005543,24.0,0.032131681,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_34_26,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.179866,0.228589,0.224866,0.049043,0.118545,0.16106199999999998,0.150571,0.00444,"TCAN, traffic mseloss 4 0.4",,0.062275,0.150529,0.199536,0.202689,0.006814,24.0,0.03199464,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_35_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.13428099999999998,0.180363,0.17089100000000002,0.049883,0.120576,0.15891,0.155114,0.004322,"TCAN, traffic mseloss 6 0.4",,0.050783,0.122753,0.160728,0.161577,0.0044210000000000005,24.0,0.032387118,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_36_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.146731,0.191751,0.195058,0.04679,0.113099,0.155523,0.15237,0.00414,"TCAN, traffic mseloss 8 0.4",,0.047522,0.114871,0.157094,0.17565,0.004224,24.0,0.031627447,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_37_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.186583,0.264736,0.192785,0.046485000000000005,0.112364,0.153901,0.145208,0.004054,"TCAN, traffic mseloss 10 0.4",,0.047198,0.114086,0.157207,0.155292,0.004229999999999999,24.0,0.032086871,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_38_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.17099,0.234899,0.195248,0.05016,0.121247,0.158651,0.160331,0.004308,"TCAN, traffic mseloss 2 0.6",,0.049483,0.119611,0.158137,0.17008900000000002,0.00428,24.0,0.031766683,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_39_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.168231,0.220306,0.199385,0.056544,0.136677,0.178741,0.178066,0.005468,"TCAN, traffic mseloss 4 0.6",,0.057204,0.138272,0.186077,0.179074,0.005926,24.0,0.032687537,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_40_29,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.121847,0.171356,0.155856,0.049874,0.120555,0.165746,0.156917,0.0047020000000000005,"TCAN, traffic mseloss 6 0.6",,0.050533,0.122147,0.167471,0.159872,0.0048,24.0,0.031765231,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_41_28,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.128303,0.17211400000000002,0.16147899999999998,0.055017,0.132985,0.17488499999999998,0.174744,0.005235,"TCAN, traffic mseloss 8 0.6",,0.055026,0.133009,0.18142,0.173527,0.005633,24.0,0.031308754,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_42_28,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.203264,0.255223,0.233749,0.052992,0.12809,0.174773,0.160884,0.005228,"TCAN, traffic mseloss 10 0.6",,0.052714,0.12742,0.173592,0.158383,0.005158,24.0,0.031744471,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_43_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.181686,0.272735,0.178259,0.053502,0.129324,0.17459000000000002,0.16431700000000002,0.005217,"TCAN, traffic mseloss 2 0.8",,0.059442,0.143682,0.193566,0.193841,0.006412999999999999,24.0,0.031600298,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_44_27,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.132012,0.174536,0.172655,0.045632,0.110301,0.147626,0.145123,0.00373,"TCAN, traffic mseloss 4 0.8",,0.0479,0.115783,0.155697,0.15629500000000002,0.004149,24.0,0.03103572,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_45_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.160353,0.225937,0.184257,0.049381,0.119363,0.16178299999999998,0.156826,0.00448,"TCAN, traffic mseloss 6 0.8",,0.053522,0.129372,0.175681,0.178148,0.005282,24.0,0.032561608,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_46_26,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.141432,0.186991,0.186727,0.047808,0.11556,0.153433,0.157788,0.004029,"TCAN, traffic mseloss 8 0.8",,0.049087,0.118651,0.161278,0.169004,0.004452,24.0,0.031052668,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_47_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.13987,0.184471,0.186079,0.050451,0.12195,0.162441,0.16601400000000002,0.004516,"TCAN, traffic mseloss 10 0.8",,0.051654,0.124858,0.167936,0.173542,0.0048270000000000006,24.0,0.031035966,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_48_23,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.163267,0.209892,0.212528,0.058566,0.14156400000000002,0.183466,0.188165,0.005761,"TCAN, traffic mseloss 2 1.0",,0.06016000000000001,0.145419,0.192555,0.198434,0.006346,24.0,0.031321081,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_49_21,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.12804100000000002,0.174482,0.16271,0.047716,0.115339,0.15482200000000002,0.147918,0.004102000000000001,"TCAN, traffic mseloss 4 1.0",,0.048289,0.116722,0.15573800000000002,0.15271300000000002,0.004151,24.0,0.031967073,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_50_22,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.129462,0.172201,0.185209,0.046145,0.11154,0.149882,0.157829,0.003845,"TCAN, traffic mseloss 6 1.0",,0.047449,0.114693,0.1506,0.165134,0.003882,24.0,0.031520143,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_51_21,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.193559,0.264683,0.213362,0.045285,0.109461,0.146851,0.14046,0.003691,"TCAN, traffic mseloss 8 1.0",,0.04606,0.111336,0.153799,0.1588,0.004048,24.0,0.031257144,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_52_20,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.14494400000000002,0.189719,0.178599,0.052957,0.12800699999999998,0.173502,0.16066,0.005152,"TCAN, traffic mseloss 10 1.0",,0.057762,0.139623,0.189609,0.182057,0.0061530000000000005,24.0,0.031546274,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_10_53_19,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,4.495878,4.875968,7.029213,1.579989,3.819125,3.948131,6.996517999999999,2.667863,"TCAN, traffic ms_dtwi 2 0",,1.6483169999999998,3.984287,4.151611,7.835704,2.949943,24.0,0.061248741,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_01_05,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,4.938379,5.2339660000000015,4.356398,1.259258,3.04386,3.1525220000000003,5.192149,1.700969,"TCAN, traffic ms_dtwi 4 0",,1.763479,4.262653,4.413624,8.455021,3.3340410000000005,24.0,0.064359552,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_09_14,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,11.778699,12.039136,1.7150169999999998,1.825974,4.413716,4.633765,1.389707,3.674923,"TCAN, traffic ms_dtwi 6 0",,1.837707,4.4420769999999985,4.660287,1.392046,3.717112,24.0,0.071077712,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_18_11,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,6.2742260000000005,6.7448570000000005,3.116678,2.126674,5.140564,5.406517,3.411494,5.002825,"TCAN, traffic ms_dtwi 8 0",,2.128457,5.144874,5.415701,3.624983,5.019837,24.0,0.08169666099999999,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_28_25,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,9.112046,9.29667,1.656497,1.746298,4.221124,4.347112,1.397828,3.234312,"TCAN, traffic ms_dtwi 10 0",,1.735917,4.196033,4.314342,1.3964219999999998,3.1857330000000004,24.0,0.083146966,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_38_50,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.651053,0.683597,12.48315,0.158692,0.383588,0.446661,0.9064,0.034146,"TCAN, traffic ms_dtwi 2 0.2",,0.24173000000000006,0.584306,0.620344,10.404149,0.06586399999999999,24.0,0.058369073,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_46_16,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.725919,0.757869,16.719561,0.179231,0.433235,0.5462779999999999,0.571412,0.051075,"TCAN, traffic ms_dtwi 4 0.2",,0.257044,0.621323,0.650741,16.699908999999998,0.072476,24.0,0.065229362,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_11_54_31,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.672042,0.709884,0.665296,0.178635,0.431793,0.527999,0.492188,0.047714,"TCAN, traffic ms_dtwi 6 0.2",,0.225661,0.545465,0.5878939999999999,0.601003,0.059153,24.0,0.07090352400000001,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
2021_03_21_12_03_28,"[1, 2, 4]",80.0,DeepTCN3,traffic,14881.0,0.760391,0.785974,26.704506,0.17924600000000002,0.4332720000000001,0.512658,0.886575,0.044982,"TCAN, traffic ms_dtwi 8 0.2",,0.199347,0.481859,0.536665,3.788228,0.049293,24.0,0.077301278,1.0,2.0,12.0,12.0,12.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'month': [1, 1, 4], 'day': [1, 1, 5], 'dayofweek': [1, 1, 3], 'daysinmonth': [1, 1, 5], 'hour': [1, 1, 5], 'minute': [1, 1, 6], 'holiday': [1, 0, 2]}",,traffic_data_in_bits.csv,pkls/traffic_data_in_bits.pkl,,1.0,value
