datetime,dilation_list,epochs,model_name,ds_name,num_params,nd_valid,nrmse_valid,smape_valid,mae_test,nd_test,nrmse_test,smape_test,mse_test,note,ms_dtw_test,mae_test_bm,nd_test_bm,nrmse_test_bm,smape_test_bm,mse_test_bm,n_back,time,norm,dilation_depth,sliding_window_dis,lag,n_fore,n_repeat,batch_size,callbacks,conv_filter,conv_ksize,hid_dim_fore,nheads,out_features,csv_kwargs,dynamic_feat_cat,dynamic_feat_real,file_path,pkl_path,static_feat,static_feat_dim,target
2021_03_21_16_08_09,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.556794,0.81893,0.631676,0.051165,0.539512,0.760905,0.610314,0.005207,"TCAN, PRSA mseloss 4 0.4",,0.051486,0.54289,0.764636,0.61838,0.005258,48.0,0.036054154,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_09_29,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.546087,0.8261139999999999,0.606157,0.051694,0.545088,0.7555569999999999,0.596545,0.0051340000000000005,"TCAN, PRSA mseloss 6 0.4",,0.051922,0.547489,0.783809,0.6099,0.005525,48.0,0.030972729,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_10_38,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.540667,0.822699,0.599226,0.048399,0.5103409999999999,0.719989,0.582445,0.004662,"TCAN, PRSA mseloss 8 0.4",,0.04895,0.516157,0.7287710000000001,0.593426,0.004777,48.0,0.031019749,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_11_47,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.531637,0.806091,0.591331,0.052234,0.550786,0.767062,0.622459,0.005292,"TCAN, PRSA mseloss 10 0.4",,0.053062,0.559509,0.796059,0.6342720000000001,0.0057,48.0,0.031334631,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_12_57,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.53178,0.8121010000000001,0.597392,0.049245,0.519261,0.730166,0.583457,0.004795000000000001,"TCAN, PRSA mseloss 2 0.6",,0.050659,0.534177,0.7433390000000001,0.688914,0.0049700000000000005,48.0,0.030436206,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_14_05,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.544717,0.814928,0.92477,0.049545,0.522425,0.724241,0.592759,0.004718,"TCAN, PRSA mseloss 4 0.6",,0.050513,0.532633,0.735251,0.620533,0.004862,48.0,0.030701344,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_15_13,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.50166,0.733064,0.571331,0.049515,0.522108,0.736851,0.582382,0.004883,"TCAN, PRSA mseloss 6 0.6",,0.051195,0.5398270000000001,0.766299,0.609215,0.005281,48.0,0.031477672000000005,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_16_24,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.522131,0.77127,0.570669,0.050854,0.536231,0.754884,0.596639,0.005125,"TCAN, PRSA mseloss 8 0.6",,0.053199,0.5609609999999999,0.8130890000000001,0.61611,0.005946,48.0,0.031150137,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_17_33,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.533432,0.773684,0.5962310000000001,0.051462,0.54264,0.7591399999999999,0.611178,0.005183,"TCAN, PRSA mseloss 10 0.6",,0.051682000000000006,0.544963,0.775817,0.621228,0.005413,48.0,0.031075222000000007,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_18_43,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.508471,0.7483529999999999,0.576746,0.048979,0.516462,0.72146,0.581435,0.004681,"TCAN, PRSA mseloss 2 0.8",,0.053544000000000015,0.564595,0.841519,0.605132,0.006369,48.0,0.030779861,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_19_51,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.517414,0.782033,0.57201,0.048451,0.51089,0.724082,0.578068,0.004715,"TCAN, PRSA mseloss 4 0.8",,0.048778,0.514339,0.735765,0.580153,0.004869,48.0,0.031294074,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_21_01,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.511013,0.737309,0.904571,0.050528,0.53279,0.7396689999999999,0.631803,0.004921,"TCAN, PRSA mseloss 6 0.8",,0.052055999999999984,0.548904,0.779679,0.735477,0.0054670000000000005,48.0,0.030734752,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_22_10,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.5278390000000001,0.782393,0.786523,0.049122000000000006,0.5179630000000001,0.72911,0.587097,0.0047810000000000005,"TCAN, PRSA mseloss 8 0.8",,0.051743,0.545605,0.761446,0.650277,0.005215,48.0,0.031779909,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_23_21,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.531543,0.778224,0.601867,0.050781,0.535455,0.7409720000000001,0.59433,0.0049380000000000005,"TCAN, PRSA mseloss 10 0.8",,0.050782,0.535465,0.741101,0.603608,0.00494,48.0,0.031519978,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_24_31,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.534625,0.784751,0.594653,0.051926,0.547529,0.7668159999999999,0.607498,0.005288,"TCAN, PRSA mseloss 2 1.0",,0.054781,0.5776399999999999,0.774215,0.627401,0.005391,48.0,0.030682048,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_25_40,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.546148,0.8291780000000001,0.598194,0.050048,0.52773,0.744579,0.586462,0.004986,"TCAN, PRSA mseloss 4 1.0",,0.05123,0.540198,0.76795,0.612647,0.005304,48.0,0.031192783,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_26_49,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.5503140000000001,0.845139,0.5854659999999999,0.04983,0.525432,0.748689,0.586782,0.005041,"TCAN, PRSA mseloss 6 1.0",,0.059547,0.627896,0.816878,0.654358,0.006002,48.0,0.031027007,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_27_58,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.538665,0.822009,0.605617,0.049564,0.522623,0.724035,0.596791,0.004715,"TCAN, PRSA mseloss 8 1.0",,0.049911,0.526289,0.727729,0.800348,0.004763,48.0,0.030571397,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_29_07,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.528325,0.781774,0.576671,0.049839,0.52553,0.733287,0.582069,0.004836,"TCAN, PRSA mseloss 10 1.0",,0.05015,0.5288069999999999,0.761074,0.581888,0.00521,48.0,0.031160437000000006,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_30_17,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,20.669218,20.932188,2.231823,1.611112,16.988357999999998,18.070621,2.230258,2.936942,"TCAN, PRSA ms_dtwi 2 0",,1.895135,19.983232,20.331207,2.241205,3.71771,48.0,0.082709561,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_42_27,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,15.940828,17.877316,2.357705,1.430739,15.086417,15.499405,2.295057,2.1606240000000003,"TCAN, PRSA ms_dtwi 4 0",,1.580045,16.660767,17.007591,2.303906,2.601566,48.0,0.0791908,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_16_54_10,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,20.648352,21.376358,2.234501,1.6405419999999995,17.298676,17.757504,2.241888,2.836045,"TCAN, PRSA ms_dtwi 6 0",,1.680011,17.714863,18.361868,2.298678,3.032375,48.0,0.090980626,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_17_07_31,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,37.660854,38.317131,1.898491,2.062067,21.74345,22.241055,1.829873,4.448975,"TCAN, PRSA ms_dtwi 8 0",,2.413902,25.453369,25.844891,1.85423,6.0075660000000015,48.0,0.095763523,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_17_21_33,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,20.98266,21.384142,2.222398,1.627444,17.160572,17.773905,2.224587,2.841286,"TCAN, PRSA ms_dtwi 10 0",,1.818618,19.176405,19.612034,2.249962,3.45935,48.0,0.119533635,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_17_38_56,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,2.035989,2.239103,36.535187,0.193188,2.037072,2.209569,22.638147,0.043910000000000005,"TCAN, PRSA ms_dtwi 2 0.2",,0.195107,2.057306,2.226564,34.855225,0.044588,48.0,0.072076,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_17_49_39,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,2.163892,2.317994,27.721636,0.153953,1.623357,1.972869,13.54128,0.035006,"TCAN, PRSA ms_dtwi 4 0.2",,0.202917,2.139652,2.284211,34.677409999999995,0.046927,48.0,0.079983612,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_18_01_29,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,2.215302,2.375772,24.610151,0.205348,2.165289,2.3103580000000004,19.501476,0.048007,"TCAN, PRSA ms_dtwi 6 0.2",,0.20594,2.171528,2.316104,30.1849,0.048246,48.0,0.090016399,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_18_14_44,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.845191,1.229804,2.044902,0.063838,0.673136,0.974991,0.735025,0.00855,"TCAN, PRSA ms_dtwi 8 0.2",,0.08329099999999999,0.878259,1.194549,2.306775,0.012834,48.0,0.100780251,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_18_29_30,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,2.4146970000000003,2.554526,29.336035,0.215736,2.274824,2.405042,17.300493,0.052023,"TCAN, PRSA ms_dtwi 10 0.2",,0.225489,2.377668,2.507939,35.146217,0.05657,48.0,0.106865849,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_18_45_07,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.6539510000000001,0.927884,2.347718,0.056764,0.598545,0.8401059999999999,0.677049,0.006348,"TCAN, PRSA ms_dtwi 2 0.4",,0.06361599999999999,0.6708,0.895443,2.368976,0.007210999999999999,48.0,0.070350692,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_18_55_35,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.606173,0.8699209999999999,3.71453,0.054824,0.578086,0.7965300000000001,0.646938,0.005706,"TCAN, PRSA ms_dtwi 4 0.4",,0.059788,0.630434,0.867243,2.143705,0.006764,48.0,0.079607627,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_19_07_21,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.659546,0.969001,0.722896,0.060719,0.640255,0.896272,0.723622,0.007225,"TCAN, PRSA ms_dtwi 6 0.4",,0.062852,0.662738,0.93066,0.747171,0.007790000000000002,48.0,0.088696518,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_19_20_25,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.666975,0.953661,2.361935,0.059734,0.629867,0.872081,0.701795,0.006840000000000001,"TCAN, PRSA ms_dtwi 8 0.4",,0.066024,0.696194,0.94392,5.476879,0.008013,48.0,0.101172771,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_19_35_15,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.616789,0.879667,0.700379,0.055705,0.587386,0.804082,0.658529,0.005815,"TCAN, PRSA ms_dtwi 10 0.4",,0.057516,0.606472,0.8292149999999999,0.993719,0.006184,48.0,0.104525794,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_19_50_32,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.593017,0.910701,0.6560779999999999,0.051946000000000006,0.54774,0.764373,0.612459,0.005255,"TCAN, PRSA ms_dtwi 2 0.6",,0.053282,0.561832,0.8036760000000001,0.663879,0.005809,48.0,0.071807361,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_20_01_13,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.6367,0.905702,5.8336510000000015,0.051229,0.540179,0.763977,0.6126590000000001,0.005249,"TCAN, PRSA ms_dtwi 4 0.6",,0.06047,0.637621,0.869293,1.676464,0.006795999999999999,48.0,0.078905679,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_20_12_53,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.603274,0.929172,0.7462989999999999,0.051994000000000005,0.548247,0.770828,0.610653,0.005344,"TCAN, PRSA ms_dtwi 6 0.6",,0.061459,0.648057,0.918997,0.971823,0.007595999999999999,48.0,0.08975693900000001,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_20_26_05,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.590241,0.913297,1.092139,0.051242,0.540325,0.75615,0.6094930000000001,0.005142,"TCAN, PRSA ms_dtwi 8 0.6",,0.061081,0.644071,0.937942,2.051704,0.007912,48.0,0.098578394,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_20_40_32,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.5820890000000001,0.885489,0.755687,0.052826,0.5570229999999999,0.7858189999999999,0.622095,0.005554,"TCAN, PRSA ms_dtwi 10 0.6",,0.058749,0.619476,0.892739,0.723827,0.007168000000000002,48.0,0.106499424,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_20_56_06,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.582646,0.8795649999999999,1.068633,0.050210000000000005,0.5294409999999999,0.740662,0.592202,0.004934,"TCAN, PRSA ms_dtwi 2 0.8",,0.05680900000000001,0.599017,0.877432,1.191352,0.006924,48.0,0.072391183,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_21_06_52,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.580171,0.868878,1.165557,0.050206,0.529397,0.736688,0.608875,0.004881,"TCAN, PRSA ms_dtwi 4 0.8",,0.057945,0.610997,0.905319,0.955937,0.007370999999999998,48.0,0.080989877,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_21_18_51,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.594847,0.891065,0.97747,0.050212,0.529455,0.747038,0.5902569999999999,0.005019,"TCAN, PRSA ms_dtwi 6 0.8",,0.061131,0.644598,0.948906,0.782664,0.008098000000000001,48.0,0.090746709,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
2021_03_21_21_32_12,"[1, 2, 4]",80.0,DeepTCN3,PRSA,23273.0,0.6197,0.918413,1.445727,0.050386,0.531299,0.739796,0.599363,0.004922,"TCAN, PRSA ms_dtwi 8 0.8",,0.061323,0.646618,0.922411,1.534224,0.007652,48.0,0.100172326,1.0,2.0,24.0,7.0,24.0,2.0,32.0,,,2.0,32.0,4.0,12.0,{},"{'year': [1, 1, 2], 'month': [1, 1, 3], 'day': [1, 1, 5], 'hour': [1, 1, 6]}","['PM10', 'O3', 'TEMP', 'WSPM']",PRSA.csv,pkls/PRSA.pkl,,1.0,PM2.5
