REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE,month,day,dayofweek,daysinmonth,hour,minute,holiday
TAS1,2016-01-01 00:30:00,1034.88,98.52,TRADE,1,1,4,31,0,30,1
TAS1,2016-01-01 01:00:00,1035.77,99.25,TRADE,1,1,4,31,1,0,1
TAS1,2016-01-01 01:30:00,998.99,96.9,TRADE,1,1,4,31,1,30,1
TAS1,2016-01-01 02:00:00,974.48,99.37,TRADE,1,1,4,31,2,0,1
TAS1,2016-01-01 02:30:00,995.02,100.34,TRADE,1,1,4,31,2,30,1
TAS1,2016-01-01 03:00:00,994.63,100.3,TRADE,1,1,4,31,3,0,1
TAS1,2016-01-01 03:30:00,987.3,100.26,TRADE,1,1,4,31,3,30,1
TAS1,2016-01-01 04:00:00,988.49,100.26,TRADE,1,1,4,31,4,0,1
TAS1,2016-01-01 04:30:00,999.51,103.47,TRADE,1,1,4,31,4,30,1
TAS1,2016-01-01 05:00:00,990.8,100.26,TRADE,1,1,4,31,5,0,1
TAS1,2016-01-01 05:30:00,983.77,100.26,TRADE,1,1,4,31,5,30,1
TAS1,2016-01-01 06:00:00,982.74,97.8,TRADE,1,1,4,31,6,0,1
TAS1,2016-01-01 06:30:00,982.01,87.78,TRADE,1,1,4,31,6,30,1
TAS1,2016-01-01 07:00:00,1001.31,85.28,TRADE,1,1,4,31,7,0,1
TAS1,2016-01-01 07:30:00,1025.5,125.06,TRADE,1,1,4,31,7,30,1
TAS1,2016-01-01 08:00:00,1043.29,143.78,TRADE,1,1,4,31,8,0,1
TAS1,2016-01-01 08:30:00,1071.68,134.16,TRADE,1,1,4,31,8,30,1
TAS1,2016-01-01 09:00:00,1067.41,131.01,TRADE,1,1,4,31,9,0,1
TAS1,2016-01-01 09:30:00,1065.3,161.3,TRADE,1,1,4,31,9,30,1
TAS1,2016-01-01 10:00:00,1070.59,95.55,TRADE,1,1,4,31,10,0,1
TAS1,2016-01-01 10:30:00,1067.71,107.78,TRADE,1,1,4,31,10,30,1
TAS1,2016-01-01 11:00:00,1057.11,126.88,TRADE,1,1,4,31,11,0,1
TAS1,2016-01-01 11:30:00,1042.01,114.48,TRADE,1,1,4,31,11,30,1
TAS1,2016-01-01 12:00:00,1001.26,85.28,TRADE,1,1,4,31,12,0,1
TAS1,2016-01-01 12:30:00,992.13,92.79,TRADE,1,1,4,31,12,30,1
TAS1,2016-01-01 13:00:00,983.33,91.96,TRADE,1,1,4,31,13,0,1
TAS1,2016-01-01 13:30:00,963.82,88.62,TRADE,1,1,4,31,13,30,1
TAS1,2016-01-01 14:00:00,988.84,95.28,TRADE,1,1,4,31,14,0,1
TAS1,2016-01-01 14:30:00,1003.19,97.77,TRADE,1,1,4,31,14,30,1
TAS1,2016-01-01 15:00:00,1016.07,100.26,TRADE,1,1,4,31,15,0,1
TAS1,2016-01-01 15:30:00,1024.84,100.26,TRADE,1,1,4,31,15,30,1
TAS1,2016-01-01 16:00:00,1021.18,100.26,TRADE,1,1,4,31,16,0,1
TAS1,2016-01-01 16:30:00,1028.18,100.26,TRADE,1,1,4,31,16,30,1
TAS1,2016-01-01 17:00:00,1056.84,100.26,TRADE,1,1,4,31,17,0,1
TAS1,2016-01-01 17:30:00,1053.97,100.26,TRADE,1,1,4,31,17,30,1
TAS1,2016-01-01 18:00:00,1041.8,100.26,TRADE,1,1,4,31,18,0,1
TAS1,2016-01-01 18:30:00,1043.08,100.26,TRADE,1,1,4,31,18,30,1
TAS1,2016-01-01 19:00:00,1039.97,100.26,TRADE,1,1,4,31,19,0,1
TAS1,2016-01-01 19:30:00,1057.29,100.27,TRADE,1,1,4,31,19,30,1
TAS1,2016-01-01 20:00:00,1073.91,100.27,TRADE,1,1,4,31,20,0,1
TAS1,2016-01-01 20:30:00,1090.75,100.26,TRADE,1,1,4,31,20,30,1
TAS1,2016-01-01 21:00:00,1079.97,100.26,TRADE,1,1,4,31,21,0,1
TAS1,2016-01-01 21:30:00,1066.48,92.77,TRADE,1,1,4,31,21,30,1
TAS1,2016-01-01 22:00:00,1031.97,86.95,TRADE,1,1,4,31,22,0,1
TAS1,2016-01-01 22:30:00,1012.34,85.28,TRADE,1,1,4,31,22,30,1
TAS1,2016-01-01 23:00:00,999.37,86.95,TRADE,1,1,4,31,23,0,1
TAS1,2016-01-01 23:30:00,992.17,90.29,TRADE,1,1,4,31,23,30,1
TAS1,2016-01-02 00:00:00,991.42,95.3,TRADE,1,2,5,31,0,0,0
TAS1,2016-01-02 00:30:00,983.82,90.29,TRADE,1,2,5,31,0,30,0
TAS1,2016-01-02 01:00:00,984.06,95.3,TRADE,1,2,5,31,1,0,0
TAS1,2016-01-02 01:30:00,968.15,93.63,TRADE,1,2,5,31,1,30,0
TAS1,2016-01-02 02:00:00,943.6,88.62,TRADE,1,2,5,31,2,0,0
TAS1,2016-01-02 02:30:00,937.16,91.96,TRADE,1,2,5,31,2,30,0
TAS1,2016-01-02 03:00:00,920.35,86.95,TRADE,1,2,5,31,3,0,0
TAS1,2016-01-02 03:30:00,895.71,85.28,TRADE,1,2,5,31,3,30,0
TAS1,2016-01-02 04:00:00,906.17,88.62,TRADE,1,2,5,31,4,0,0
TAS1,2016-01-02 04:30:00,946.47,102.07,TRADE,1,2,5,31,4,30,0
TAS1,2016-01-02 05:00:00,971.86,100.26,TRADE,1,2,5,31,5,0,0
TAS1,2016-01-02 05:30:00,983.15,85.28,TRADE,1,2,5,31,5,30,0
TAS1,2016-01-02 06:00:00,976.54,90.29,TRADE,1,2,5,31,6,0,0
TAS1,2016-01-02 06:30:00,991.57,95.3,TRADE,1,2,5,31,6,30,0
TAS1,2016-01-02 07:00:00,1015.73,100.26,TRADE,1,2,5,31,7,0,0
TAS1,2016-01-02 07:30:00,1037.99,100.26,TRADE,1,2,5,31,7,30,0
TAS1,2016-01-02 08:00:00,1067.58,97.76,TRADE,1,2,5,31,8,0,0
TAS1,2016-01-02 08:30:00,1093.68,100.26,TRADE,1,2,5,31,8,30,0
TAS1,2016-01-02 09:00:00,1096.45,100.26,TRADE,1,2,5,31,9,0,0
TAS1,2016-01-02 09:30:00,1099.79,100.26,TRADE,1,2,5,31,9,30,0
TAS1,2016-01-02 10:00:00,1095.46,100.26,TRADE,1,2,5,31,10,0,0
TAS1,2016-01-02 10:30:00,1081.46,100.26,TRADE,1,2,5,31,10,30,0
TAS1,2016-01-02 11:00:00,1074.09,100.26,TRADE,1,2,5,31,11,0,0
TAS1,2016-01-02 11:30:00,1065.54,100.26,TRADE,1,2,5,31,11,30,0
TAS1,2016-01-02 12:00:00,1053.19,100.26,TRADE,1,2,5,31,12,0,0
TAS1,2016-01-02 12:30:00,1043.21,88.62,TRADE,1,2,5,31,12,30,0
TAS1,2016-01-02 13:00:00,1038.14,93.61,TRADE,1,2,5,31,13,0,0
TAS1,2016-01-02 13:30:00,1020.05,85.28,TRADE,1,2,5,31,13,30,0
TAS1,2016-01-02 14:00:00,1001.5,85.28,TRADE,1,2,5,31,14,0,0
TAS1,2016-01-02 14:30:00,1012.72,95.3,TRADE,1,2,5,31,14,30,0
TAS1,2016-01-02 15:00:00,1027.72,91.96,TRADE,1,2,5,31,15,0,0
TAS1,2016-01-02 15:30:00,1044.99,88.62,TRADE,1,2,5,31,15,30,0
TAS1,2016-01-02 16:00:00,1063.25,95.3,TRADE,1,2,5,31,16,0,0
TAS1,2016-01-02 16:30:00,1094.48,91.96,TRADE,1,2,5,31,16,30,0
TAS1,2016-01-02 17:00:00,1127.27,100.26,TRADE,1,2,5,31,17,0,0
TAS1,2016-01-02 17:30:00,1147.72,100.26,TRADE,1,2,5,31,17,30,0
TAS1,2016-01-02 18:00:00,1150.22,100.26,TRADE,1,2,5,31,18,0,0
TAS1,2016-01-02 18:30:00,1140.34,99.44,TRADE,1,2,5,31,18,30,0
TAS1,2016-01-02 19:00:00,1147.89,130.04,TRADE,1,2,5,31,19,0,0
TAS1,2016-01-02 19:30:00,1151.36,130.04,TRADE,1,2,5,31,19,30,0
TAS1,2016-01-02 20:00:00,1151.89,130.04,TRADE,1,2,5,31,20,0,0
TAS1,2016-01-02 20:30:00,1141.92,130.04,TRADE,1,2,5,31,20,30,0
TAS1,2016-01-02 21:00:00,1117.56,118.45,TRADE,1,2,5,31,21,0,0
TAS1,2016-01-02 21:30:00,1095.72,95.28,TRADE,1,2,5,31,21,30,0
TAS1,2016-01-02 22:00:00,1065.09,95.28,TRADE,1,2,5,31,22,0,0
TAS1,2016-01-02 22:30:00,1042.43,95.27,TRADE,1,2,5,31,22,30,0
TAS1,2016-01-02 23:00:00,1016.99,95.26,TRADE,1,2,5,31,23,0,0
TAS1,2016-01-02 23:30:00,984.28,95.26,TRADE,1,2,5,31,23,30,0
TAS1,2016-01-03 00:00:00,971.84,96.1,TRADE,1,3,6,31,0,0,0
TAS1,2016-01-03 00:30:00,964.47,95.26,TRADE,1,3,6,31,0,30,0
TAS1,2016-01-03 01:00:00,941.39,95.26,TRADE,1,3,6,31,1,0,0
TAS1,2016-01-03 01:30:00,969.8,97.79,TRADE,1,3,6,31,1,30,0
TAS1,2016-01-03 02:00:00,975.53,96.12,TRADE,1,3,6,31,2,0,0
TAS1,2016-01-03 02:30:00,974.23,96.31,TRADE,1,3,6,31,2,30,0
TAS1,2016-01-03 03:00:00,962.18,97.89,TRADE,1,3,6,31,3,0,0
TAS1,2016-01-03 03:30:00,955.33,96.95,TRADE,1,3,6,31,3,30,0
TAS1,2016-01-03 04:00:00,955.98,95.26,TRADE,1,3,6,31,4,0,0
TAS1,2016-01-03 04:30:00,947.41,104.85,TRADE,1,3,6,31,4,30,0
TAS1,2016-01-03 05:00:00,937.13,95.26,TRADE,1,3,6,31,5,0,0
TAS1,2016-01-03 05:30:00,935.81,95.28,TRADE,1,3,6,31,5,30,0
TAS1,2016-01-03 06:00:00,948.46,95.26,TRADE,1,3,6,31,6,0,0
TAS1,2016-01-03 06:30:00,954.47,95.28,TRADE,1,3,6,31,6,30,0
TAS1,2016-01-03 07:00:00,965.87,95.27,TRADE,1,3,6,31,7,0,0
TAS1,2016-01-03 07:30:00,990.04,95.25,TRADE,1,3,6,31,7,30,0
TAS1,2016-01-03 08:00:00,991.06,95.25,TRADE,1,3,6,31,8,0,0
TAS1,2016-01-03 08:30:00,1001.17,95.26,TRADE,1,3,6,31,8,30,0
TAS1,2016-01-03 09:00:00,1008.82,95.26,TRADE,1,3,6,31,9,0,0
TAS1,2016-01-03 09:30:00,1011.69,95.26,TRADE,1,3,6,31,9,30,0
TAS1,2016-01-03 10:00:00,993.46,95.25,TRADE,1,3,6,31,10,0,0
TAS1,2016-01-03 10:30:00,988.92,95.26,TRADE,1,3,6,31,10,30,0
TAS1,2016-01-03 11:00:00,972.85,95.25,TRADE,1,3,6,31,11,0,0
TAS1,2016-01-03 11:30:00,973.0,95.25,TRADE,1,3,6,31,11,30,0
TAS1,2016-01-03 12:00:00,963.57,95.24,TRADE,1,3,6,31,12,0,0
TAS1,2016-01-03 12:30:00,951.47,95.24,TRADE,1,3,6,31,12,30,0
TAS1,2016-01-03 13:00:00,942.37,94.67,TRADE,1,3,6,31,13,0,0
TAS1,2016-01-03 13:30:00,934.56,95.25,TRADE,1,3,6,31,13,30,0
TAS1,2016-01-03 14:00:00,929.19,95.28,TRADE,1,3,6,31,14,0,0
TAS1,2016-01-03 14:30:00,942.23,96.12,TRADE,1,3,6,31,14,30,0
TAS1,2016-01-03 15:00:00,957.39,102.78,TRADE,1,3,6,31,15,0,0
TAS1,2016-01-03 15:30:00,978.8,101.95,TRADE,1,3,6,31,15,30,0
TAS1,2016-01-03 16:00:00,1009.98,95.27,TRADE,1,3,6,31,16,0,0
TAS1,2016-01-03 16:30:00,1045.49,95.26,TRADE,1,3,6,31,16,30,0
TAS1,2016-01-03 17:00:00,1067.07,95.28,TRADE,1,3,6,31,17,0,0
TAS1,2016-01-03 17:30:00,1073.18,97.79,TRADE,1,3,6,31,17,30,0
TAS1,2016-01-03 18:00:00,1073.28,98.63,TRADE,1,3,6,31,18,0,0
TAS1,2016-01-03 18:30:00,1085.09,115.28,TRADE,1,3,6,31,18,30,0
TAS1,2016-01-03 19:00:00,1096.98,130.26,TRADE,1,3,6,31,19,0,0
TAS1,2016-01-03 19:30:00,1094.93,130.26,TRADE,1,3,6,31,19,30,0
TAS1,2016-01-03 20:00:00,1098.28,130.26,TRADE,1,3,6,31,20,0,0
TAS1,2016-01-03 20:30:00,1120.03,141.91,TRADE,1,3,6,31,20,30,0
TAS1,2016-01-03 21:00:00,1107.81,130.29,TRADE,1,3,6,31,21,0,0
TAS1,2016-01-03 21:30:00,1099.84,102.76,TRADE,1,3,6,31,21,30,0
TAS1,2016-01-03 22:00:00,1064.13,96.12,TRADE,1,3,6,31,22,0,0
TAS1,2016-01-03 22:30:00,1038.4,95.28,TRADE,1,3,6,31,22,30,0
TAS1,2016-01-03 23:00:00,1016.3,95.28,TRADE,1,3,6,31,23,0,0
TAS1,2016-01-03 23:30:00,990.76,95.26,TRADE,1,3,6,31,23,30,0
TAS1,2016-01-04 00:00:00,974.32,95.25,TRADE,1,4,0,31,0,0,0
TAS1,2016-01-04 00:30:00,956.55,95.28,TRADE,1,4,0,31,0,30,0
TAS1,2016-01-04 01:00:00,951.56,95.27,TRADE,1,4,0,31,1,0,0
TAS1,2016-01-04 01:30:00,944.32,95.26,TRADE,1,4,0,31,1,30,0
TAS1,2016-01-04 02:00:00,940.95,95.24,TRADE,1,4,0,31,2,0,0
TAS1,2016-01-04 02:30:00,940.54,98.63,TRADE,1,4,0,31,2,30,0
TAS1,2016-01-04 03:00:00,927.84,97.79,TRADE,1,4,0,31,3,0,0
TAS1,2016-01-04 03:30:00,933.91,96.95,TRADE,1,4,0,31,3,30,0
TAS1,2016-01-04 04:00:00,936.09,98.63,TRADE,1,4,0,31,4,0,0
TAS1,2016-01-04 04:30:00,958.38,105.36,TRADE,1,4,0,31,4,30,0
TAS1,2016-01-04 05:00:00,966.02,105.36,TRADE,1,4,0,31,5,0,0
TAS1,2016-01-04 05:30:00,989.6,127.08,TRADE,1,4,0,31,5,30,0
TAS1,2016-01-04 06:00:00,1032.51,104.67,TRADE,1,4,0,31,6,0,0
TAS1,2016-01-04 06:30:00,1062.11,91.09,TRADE,1,4,0,31,6,30,0
TAS1,2016-01-04 07:00:00,1071.75,91.97,TRADE,1,4,0,31,7,0,0
TAS1,2016-01-04 07:30:00,1076.65,96.92,TRADE,1,4,0,31,7,30,0
TAS1,2016-01-04 08:00:00,1086.28,108.81,TRADE,1,4,0,31,8,0,0
TAS1,2016-01-04 08:30:00,1083.15,107.08,TRADE,1,4,0,31,8,30,0
TAS1,2016-01-04 09:00:00,1077.65,107.08,TRADE,1,4,0,31,9,0,0
TAS1,2016-01-04 09:30:00,1074.71,131.07,TRADE,1,4,0,31,9,30,0
TAS1,2016-01-04 10:00:00,1070.58,112.11,TRADE,1,4,0,31,10,0,0
TAS1,2016-01-04 10:30:00,1062.51,100.58,TRADE,1,4,0,31,10,30,0
TAS1,2016-01-04 11:00:00,1055.68,102.24,TRADE,1,4,0,31,11,0,0
TAS1,2016-01-04 11:30:00,1051.67,100.58,TRADE,1,4,0,31,11,30,0
TAS1,2016-01-04 12:00:00,1048.34,100.58,TRADE,1,4,0,31,12,0,0
TAS1,2016-01-04 12:30:00,1029.23,93.88,TRADE,1,4,0,31,12,30,0
TAS1,2016-01-04 13:00:00,1021.78,90.79,TRADE,1,4,0,31,13,0,0
TAS1,2016-01-04 13:30:00,1031.58,96.18,TRADE,1,4,0,31,13,30,0
TAS1,2016-01-04 14:00:00,1034.24,96.87,TRADE,1,4,0,31,14,0,0
TAS1,2016-01-04 14:30:00,1028.89,96.42,TRADE,1,4,0,31,14,30,0
TAS1,2016-01-04 15:00:00,1040.51,96.87,TRADE,1,4,0,31,15,0,0
TAS1,2016-01-04 15:30:00,1059.63,100.58,TRADE,1,4,0,31,15,30,0
TAS1,2016-01-04 16:00:00,1061.84,100.58,TRADE,1,4,0,31,16,0,0
TAS1,2016-01-04 16:30:00,1079.05,102.24,TRADE,1,4,0,31,16,30,0
TAS1,2016-01-04 17:00:00,1098.14,101.9,TRADE,1,4,0,31,17,0,0
TAS1,2016-01-04 17:30:00,1109.18,122.91,TRADE,1,4,0,31,17,30,0
TAS1,2016-01-04 18:00:00,1106.75,100.58,TRADE,1,4,0,31,18,0,0
TAS1,2016-01-04 18:30:00,1110.92,100.58,TRADE,1,4,0,31,18,30,0
TAS1,2016-01-04 19:00:00,1113.55,102.24,TRADE,1,4,0,31,19,0,0
TAS1,2016-01-04 19:30:00,1122.89,100.79,TRADE,1,4,0,31,19,30,0
TAS1,2016-01-04 20:00:00,1129.8,112.1,TRADE,1,4,0,31,20,0,0
TAS1,2016-01-04 20:30:00,1134.75,100.58,TRADE,1,4,0,31,20,30,0
TAS1,2016-01-04 21:00:00,1125.0,100.58,TRADE,1,4,0,31,21,0,0
TAS1,2016-01-04 21:30:00,1102.92,101.61,TRADE,1,4,0,31,21,30,0
TAS1,2016-01-04 22:00:00,1064.8,90.3,TRADE,1,4,0,31,22,0,0
TAS1,2016-01-04 22:30:00,1048.13,96.91,TRADE,1,4,0,31,22,30,0
TAS1,2016-01-04 23:00:00,1033.11,98.58,TRADE,1,4,0,31,23,0,0
TAS1,2016-01-04 23:30:00,1011.69,96.86,TRADE,1,4,0,31,23,30,0
TAS1,2016-01-05 00:00:00,1001.41,106.34,TRADE,1,5,1,31,0,0,0
TAS1,2016-01-05 00:30:00,989.71,100.58,TRADE,1,5,1,31,0,30,0
TAS1,2016-01-05 01:00:00,980.6,103.9,TRADE,1,5,1,31,1,0,0
TAS1,2016-01-05 01:30:00,964.0,100.58,TRADE,1,5,1,31,1,30,0
TAS1,2016-01-05 02:00:00,947.57,90.79,TRADE,1,5,1,31,2,0,0
TAS1,2016-01-05 02:30:00,938.66,90.5,TRADE,1,5,1,31,2,30,0
TAS1,2016-01-05 03:00:00,945.35,90.4,TRADE,1,5,1,31,3,0,0
TAS1,2016-01-05 03:30:00,941.24,90.29,TRADE,1,5,1,31,3,30,0
TAS1,2016-01-05 04:00:00,942.86,90.3,TRADE,1,5,1,31,4,0,0
TAS1,2016-01-05 04:30:00,951.65,95.58,TRADE,1,5,1,31,4,30,0
TAS1,2016-01-05 05:00:00,965.55,95.58,TRADE,1,5,1,31,5,0,0
TAS1,2016-01-05 05:30:00,1005.28,95.58,TRADE,1,5,1,31,5,30,0
TAS1,2016-01-05 06:00:00,1028.49,111.33,TRADE,1,5,1,31,6,0,0
TAS1,2016-01-05 06:30:00,1052.37,93.08,TRADE,1,5,1,31,6,30,0
TAS1,2016-01-05 07:00:00,1081.1,95.58,TRADE,1,5,1,31,7,0,0
TAS1,2016-01-05 07:30:00,1088.31,95.58,TRADE,1,5,1,31,7,30,0
TAS1,2016-01-05 08:00:00,1082.12,95.53,TRADE,1,5,1,31,8,0,0
TAS1,2016-01-05 08:30:00,1084.16,96.37,TRADE,1,5,1,31,8,30,0
TAS1,2016-01-05 09:00:00,1086.97,114.07,TRADE,1,5,1,31,9,0,0
TAS1,2016-01-05 09:30:00,1061.77,95.43,TRADE,1,5,1,31,9,30,0
TAS1,2016-01-05 10:00:00,1045.78,110.6,TRADE,1,5,1,31,10,0,0
TAS1,2016-01-05 10:30:00,1037.94,102.39,TRADE,1,5,1,31,10,30,0
TAS1,2016-01-05 11:00:00,1044.29,163.54,TRADE,1,5,1,31,11,0,0
TAS1,2016-01-05 11:30:00,1038.58,95.58,TRADE,1,5,1,31,11,30,0
TAS1,2016-01-05 12:00:00,1018.57,95.58,TRADE,1,5,1,31,12,0,0
TAS1,2016-01-05 12:30:00,1009.66,98.98,TRADE,1,5,1,31,12,30,0
TAS1,2016-01-05 13:00:00,1005.57,112.04,TRADE,1,5,1,31,13,0,0
TAS1,2016-01-05 13:30:00,991.22,95.58,TRADE,1,5,1,31,13,30,0
TAS1,2016-01-05 14:00:00,995.24,95.58,TRADE,1,5,1,31,14,0,0
TAS1,2016-01-05 14:30:00,1002.26,95.58,TRADE,1,5,1,31,14,30,0
TAS1,2016-01-05 15:00:00,1003.49,95.47,TRADE,1,5,1,31,15,0,0
TAS1,2016-01-05 15:30:00,1012.11,95.58,TRADE,1,5,1,31,15,30,0
TAS1,2016-01-05 16:00:00,1035.97,95.68,TRADE,1,5,1,31,16,0,0
TAS1,2016-01-05 16:30:00,1048.1,95.58,TRADE,1,5,1,31,16,30,0
TAS1,2016-01-05 17:00:00,1048.44,93.69,TRADE,1,5,1,31,17,0,0
TAS1,2016-01-05 17:30:00,1052.62,94.8,TRADE,1,5,1,31,17,30,0
TAS1,2016-01-05 18:00:00,1063.71,95.58,TRADE,1,5,1,31,18,0,0
TAS1,2016-01-05 18:30:00,1070.1,95.58,TRADE,1,5,1,31,18,30,0
TAS1,2016-01-05 19:00:00,1093.35,103.65,TRADE,1,5,1,31,19,0,0
TAS1,2016-01-05 19:30:00,1082.63,93.62,TRADE,1,5,1,31,19,30,0
TAS1,2016-01-05 20:00:00,1090.91,95.43,TRADE,1,5,1,31,20,0,0
TAS1,2016-01-05 20:30:00,1115.63,95.58,TRADE,1,5,1,31,20,30,0
TAS1,2016-01-05 21:00:00,1105.45,95.43,TRADE,1,5,1,31,21,0,0
TAS1,2016-01-05 21:30:00,1087.59,95.63,TRADE,1,5,1,31,21,30,0
TAS1,2016-01-05 22:00:00,1064.23,95.58,TRADE,1,5,1,31,22,0,0
TAS1,2016-01-05 22:30:00,1044.56,95.33,TRADE,1,5,1,31,22,30,0
TAS1,2016-01-05 23:00:00,1025.14,95.28,TRADE,1,5,1,31,23,0,0
TAS1,2016-01-05 23:30:00,1007.63,95.27,TRADE,1,5,1,31,23,30,0
TAS1,2016-01-06 00:00:00,988.4,95.38,TRADE,1,6,2,31,0,0,0
TAS1,2016-01-06 00:30:00,983.21,95.28,TRADE,1,6,2,31,0,30,0
TAS1,2016-01-06 01:00:00,975.43,95.27,TRADE,1,6,2,31,1,0,0
TAS1,2016-01-06 01:30:00,972.65,95.26,TRADE,1,6,2,31,1,30,0
TAS1,2016-01-06 02:00:00,972.58,94.44,TRADE,1,6,2,31,2,0,0
TAS1,2016-01-06 02:30:00,969.28,95.27,TRADE,1,6,2,31,2,30,0
TAS1,2016-01-06 03:00:00,965.44,95.32,TRADE,1,6,2,31,3,0,0
TAS1,2016-01-06 03:30:00,968.75,95.58,TRADE,1,6,2,31,3,30,0
TAS1,2016-01-06 04:00:00,972.76,95.58,TRADE,1,6,2,31,4,0,0
TAS1,2016-01-06 04:30:00,987.52,95.58,TRADE,1,6,2,31,4,30,0
TAS1,2016-01-06 05:00:00,1003.58,95.63,TRADE,1,6,2,31,5,0,0
TAS1,2016-01-06 05:30:00,1041.34,95.53,TRADE,1,6,2,31,5,30,0
TAS1,2016-01-06 06:00:00,1071.57,94.6,TRADE,1,6,2,31,6,0,0
TAS1,2016-01-06 06:30:00,1107.01,95.58,TRADE,1,6,2,31,6,30,0
TAS1,2016-01-06 07:00:00,1129.5,96.49,TRADE,1,6,2,31,7,0,0
TAS1,2016-01-06 07:30:00,1122.62,96.59,TRADE,1,6,2,31,7,30,0
TAS1,2016-01-06 08:00:00,1113.62,95.79,TRADE,1,6,2,31,8,0,0
TAS1,2016-01-06 08:30:00,1112.63,95.58,TRADE,1,6,2,31,8,30,0
TAS1,2016-01-06 09:00:00,1100.3,109.09,TRADE,1,6,2,31,9,0,0
TAS1,2016-01-06 09:30:00,1071.54,95.53,TRADE,1,6,2,31,9,30,0
TAS1,2016-01-06 10:00:00,1074.06,95.63,TRADE,1,6,2,31,10,0,0
TAS1,2016-01-06 10:30:00,1044.74,102.65,TRADE,1,6,2,31,10,30,0
TAS1,2016-01-06 11:00:00,1036.05,95.63,TRADE,1,6,2,31,11,0,0
TAS1,2016-01-06 11:30:00,1035.42,95.58,TRADE,1,6,2,31,11,30,0
TAS1,2016-01-06 12:00:00,1033.27,95.58,TRADE,1,6,2,31,12,0,0
TAS1,2016-01-06 12:30:00,1005.01,103.34,TRADE,1,6,2,31,12,30,0
TAS1,2016-01-06 13:00:00,996.34,91.47,TRADE,1,6,2,31,13,0,0
TAS1,2016-01-06 13:30:00,974.66,90.59,TRADE,1,6,2,31,13,30,0
TAS1,2016-01-06 14:00:00,968.52,95.58,TRADE,1,6,2,31,14,0,0
TAS1,2016-01-06 14:30:00,981.11,95.58,TRADE,1,6,2,31,14,30,0
TAS1,2016-01-06 15:00:00,972.22,95.58,TRADE,1,6,2,31,15,0,0
TAS1,2016-01-06 15:30:00,992.05,95.82,TRADE,1,6,2,31,15,30,0
TAS1,2016-01-06 16:00:00,1030.73,108.86,TRADE,1,6,2,31,16,0,0
TAS1,2016-01-06 16:30:00,1041.26,95.58,TRADE,1,6,2,31,16,30,0
TAS1,2016-01-06 17:00:00,1070.38,122.43,TRADE,1,6,2,31,17,0,0
TAS1,2016-01-06 17:30:00,1096.56,128.63,TRADE,1,6,2,31,17,30,0
TAS1,2016-01-06 18:00:00,1088.31,92.35,TRADE,1,6,2,31,18,0,0
TAS1,2016-01-06 18:30:00,1086.19,95.58,TRADE,1,6,2,31,18,30,0
TAS1,2016-01-06 19:00:00,1089.91,115.47,TRADE,1,6,2,31,19,0,0
TAS1,2016-01-06 19:30:00,1087.05,104.54,TRADE,1,6,2,31,19,30,0
TAS1,2016-01-06 20:00:00,1102.33,123.5,TRADE,1,6,2,31,20,0,0
TAS1,2016-01-06 20:30:00,1103.3,95.58,TRADE,1,6,2,31,20,30,0
TAS1,2016-01-06 21:00:00,1075.47,95.58,TRADE,1,6,2,31,21,0,0
TAS1,2016-01-06 21:30:00,1050.11,96.44,TRADE,1,6,2,31,21,30,0
TAS1,2016-01-06 22:00:00,1029.23,95.58,TRADE,1,6,2,31,22,0,0
TAS1,2016-01-06 22:30:00,1022.53,95.63,TRADE,1,6,2,31,22,30,0
TAS1,2016-01-06 23:00:00,1010.19,95.53,TRADE,1,6,2,31,23,0,0
TAS1,2016-01-06 23:30:00,1000.55,95.33,TRADE,1,6,2,31,23,30,0
TAS1,2016-01-07 00:00:00,992.89,95.28,TRADE,1,7,3,31,0,0,0
TAS1,2016-01-07 00:30:00,980.9,95.63,TRADE,1,7,3,31,0,30,0
TAS1,2016-01-07 01:00:00,979.5,95.58,TRADE,1,7,3,31,1,0,0
TAS1,2016-01-07 01:30:00,979.52,95.73,TRADE,1,7,3,31,1,30,0
TAS1,2016-01-07 02:00:00,979.78,95.84,TRADE,1,7,3,31,2,0,0
TAS1,2016-01-07 02:30:00,976.76,95.68,TRADE,1,7,3,31,2,30,0
TAS1,2016-01-07 03:00:00,951.05,95.58,TRADE,1,7,3,31,3,0,0
TAS1,2016-01-07 03:30:00,935.86,95.43,TRADE,1,7,3,31,3,30,0
TAS1,2016-01-07 04:00:00,946.47,95.58,TRADE,1,7,3,31,4,0,0
TAS1,2016-01-07 04:30:00,982.97,95.73,TRADE,1,7,3,31,4,30,0
TAS1,2016-01-07 05:00:00,1000.57,95.58,TRADE,1,7,3,31,5,0,0
TAS1,2016-01-07 05:30:00,1015.33,95.58,TRADE,1,7,3,31,5,30,0
TAS1,2016-01-07 06:00:00,1044.34,93.61,TRADE,1,7,3,31,6,0,0
TAS1,2016-01-07 06:30:00,1071.5,95.37,TRADE,1,7,3,31,6,30,0
TAS1,2016-01-07 07:00:00,1110.14,95.58,TRADE,1,7,3,31,7,0,0
TAS1,2016-01-07 07:30:00,1099.99,95.53,TRADE,1,7,3,31,7,30,0
TAS1,2016-01-07 08:00:00,1087.53,95.38,TRADE,1,7,3,31,8,0,0
TAS1,2016-01-07 08:30:00,1081.9,95.33,TRADE,1,7,3,31,8,30,0
